param_set,Nb,N,u_per_site,Gs,n_shared_mutations
8819_rep0,95,953237222,2.217645549210224e-09,6599,4
8820_rep0,220,366253018,3.558485485413085e-09,5614,7
8821_rep0,12,2389972383,2.699143376400728e-09,4489,2
8822_rep0,38,6429433742,8.637453176144287e-09,8845,4
8824_rep0,54,106112194,4.300671960105896e-09,4017,6
8825_rep0,1,9146605657,1.799652218813621e-09,6067,2
8826_rep0,305,2210386783,5.649977087239043e-09,484,20
8827_rep0,8,455756941,1.382239445174469e-09,9649,1
8828_rep0,2,574435522,9.175390671022664e-09,8161,4
8829_rep0,155,1579382145,1.2088330983502375e-09,1932,2
882_rep0,223,1092119961,3.949922447128395e-09,6856,12
8830_rep0,13,4101560761,3.812191861677485e-09,7400,3
8831_rep0,862,265127794,2.935780673034054e-09,2723,25
8832_rep0,2,270900060,6.7163138265660315e-09,6723,3
8833_rep0,169,4151290510,1.550662694755761e-09,3362,5
8834_rep0,15,1546598489,4.917746006848453e-09,7834,1
8835_rep0,954,567235274,2.0988180507059397e-09,2299,22
8837_rep0,1,2257239733,2.4696934997422123e-09,8817,2
8838_rep0,279,9037040413,7.867737711386155e-09,4538,28
8839_rep0,7,103851239,1.0571218938671164e-09,5585,1
883_rep0,9,941150646,3.043824375537497e-09,3257,2
8840_rep0,193,172721785,4.564819409036424e-09,9599,10
8841_rep0,11,6281840105,1.9757158678005283e-09,515,2
8842_rep0,34,2424393240,6.1748940965355914e-09,6021,2
8844_rep0,24,930830702,9.694869693914808e-09,2597,7
8845_rep0,609,1079841040,1.3330248972930836e-09,7506,17
8846_rep0,4,4478474429,4.147507957707689e-09,1807,5
8847_rep0,108,217210739,3.0880723513402903e-09,8267,7
8848_rep0,9,188383286,3.655653293818658e-09,4780,2
8849_rep0,221,5181126685,2.8233297360208366e-09,5286,10
884_rep0,5,377683245,4.7967779249083085e-09,4711,2
8850_rep0,1,1250685355,8.873769930177885e-09,940,10
8851_rep0,39,808198923,1.173610482523597e-09,9174,2
8852_rep0,505,323919600,5.849013241795415e-09,7996,37
8854_rep0,90,7240963219,4.489553170646878e-09,6308,11
8855_rep0,5,149336762,1.8693605013982463e-09,3795,2
8856_rep0,132,120144499,8.311283689530584e-09,1642,13
8858_rep0,749,1959972826,3.4528560117375593e-09,3014,41
8859_rep0,20,534547111,2.61188126680313e-09,7071,2
885_rep0,89,2440604754,2.001794264836004e-09,5364,2
8860_rep0,1,653096176,5.582198644717812e-09,5777,1
8861_rep0,66,1335771457,2.294476905444561e-09,4346,1
8862_rep0,5,3589383861,7.334245864358578e-09,9939,5
8863_rep0,376,312257474,1.7621421832915294e-09,155,3
8864_rep0,37,283387533,5.205473647021783e-09,3611,5
8866_rep0,214,1505297055,6.8386801244923595e-09,2204,15
8867_rep0,12,736241440,1.636077968048949e-09,7890,2
8868_rep0,3,518797339,7.714895151931528e-09,9377,2
8869_rep0,93,1902895188,1.0029350407227386e-09,756,3
886_rep0,28,6322984377,6.320039288102785e-09,1164,7
8870_rep0,22,8185558519,3.205372778745017e-09,5179,2
8871_rep0,527,125426950,2.4357311721918887e-09,4905,10
8872_rep0,13,135474547,6.269805289042829e-09,262,4
8873_rep0,889,6570182608,1.5314930458012041e-09,9813,20
8874_rep0,2,3147086754,4.812795953048953e-09,4143,2
8875_rep0,158,365114691,2.0131613845936835e-09,5961,1
8876_rep0,315,784506083,3.936501785233502e-09,6945,18
8877_rep0,8,1213768858,3.0268587131935664e-09,3120,1
8878_rep0,56,5410199029,9.555000665624909e-09,8674,10
887_rep0,509,173901937,1.533049694480245e-09,8941,12
8880_rep0,662,227559138,9.040592865252841e-09,5381,61
8881_rep0,17,4693492726,1.2375510566244282e-09,4722,2
8882_rep0,117,1054156070,3.867265812292273e-09,8923,7
8883_rep0,3,908369867,2.867150471154907e-09,1152,3
8885_rep0,401,2717145222,1.8426318804984375e-09,7631,6
8886_rep0,1,5679050076,5.732309351915312e-09,3237,5
8888_rep0,1,108816499,3.642573737900067e-09,8393,2
8889_rep0,45,9467148031,2.6598151407020715e-09,1701,3
888_rep0,20,105033974,3.201903099882014e-09,6168,5
8890_rep0,10,2203271008,8.434205405147603e-09,7323,6
8891_rep0,258,450600282,1.138441102136694e-09,2800,4
8892_rep0,81,635701160,7.2323005104075944e-09,3938,11
8894_rep0,461,3754570923,5.2952769750670205e-09,718,25
8895_rep0,26,244960559,2.2502369331821763e-09,9415,2
8896_rep0,641,252563245,3.232938506282105e-09,1783,10
8897_rep0,23,3908241117,2.394113058841567e-09,8321,1
8898_rep0,115,1680488705,7.557583396389621e-09,2854,16
889_rep0,745,9137392184,2.4165438406388963e-09,3965,20
8901_rep0,183,2115124739,1.6152032055324854e-09,3875,5
8902_rep0,2,9773197762,5.075862803732493e-09,9458,3
8904_rep0,1,161166347,9.391733133448924e-09,4640,6
8905_rep0,52,5909066464,1.2691008207270184e-09,5454,1
8906_rep0,7,2635015268,4.0560382964734774e-09,1099,3
8907_rep0,296,403915638,2.965140992886365e-09,9025,7
8908_rep0,160,880035064,4.751392499116361e-09,7539,12
890_rep0,3,2282616147,7.75922261320275e-09,9394,4
8910_rep0,906,4847376880,6.4895793957850165e-09,6785,57
8911_rep0,16,237012016,1.4933594861989151e-09,3347,3
8912_rep0,63,204689918,5.716712725571823e-09,9760,2
8913_rep0,1,5581223317,1.3661124641425916e-09,363,1
8914_rep0,357,1166018435,4.3513841342088016e-09,5879,15
8916_rep0,3,350309073,3.8398548690985184e-09,3076,2
8917_rep0,139,3048441356,2.9146115284775502e-09,7056,11
8918_rep0,19,6843960080,9.242154313254533e-09,1347,5
8919_rep0,793,139933383,1.2000980931239274e-09,8737,19
891_rep0,133,466861835,1.006212519043341e-09,691,1
8920_rep0,30,130581011,5.359049690519404e-09,6565,5
8921_rep0,477,8440951086,2.244115908311931e-09,3510,23
8922_rep0,5,1828831100,6.981295747468843e-09,7972,1
8923_rep0,85,502830853,1.7072203641767656e-09,2132,3
8924_rep0,232,706899256,8.573816485186911e-09,800,33
8926_rep0,41,3393541129,3.532337987852499e-09,4997,6
8928_rep0,8,299635998,7.960441410107364e-09,8534,5
8929_rep0,331,3477408673,1.0539934380998874e-09,1531,5
892_rep0,374,570960569,6.801019034477125e-09,1719,28
8930_rep0,1,1391218582,3.2793447767737633e-09,7163,2
8931_rep0,59,674499419,2.5356127555695404e-09,2951,1
8932_rep0,839,556195836,4.997626257306791e-09,4399,44
8933_rep0,14,2022206004,2.083268937420758e-09,5676,1
8934_rep0,151,7528676537,6.5110372730959835e-09,238,8
8935_rep0,2,116509490,1.5847161975111454e-09,9866,5
8936_rep0,98,143363033,4.135235737343419e-09,5242,7
8937_rep0,3,7010229533,3.124460443552835e-09,4891,1
8938_rep0,558,2909403507,9.953631503497417e-09,9082,57
8939_rep0,20,334401775,1.286436051632903e-09,1002,1
8940_rep0,2,841295109,6.129144759341862e-09,2026,5
8942_rep0,12,4980234115,4.665068640992821e-09,3713,5
8943_rep0,203,182610495,1.915331146721088e-09,6381,5
8944_rep0,5,210315428,4.4114758306879955e-09,423,2
8946_rep0,28,1114607843,6.024782970543664e-09,4001,6
8947_rep0,438,970018501,1.3925775271047995e-09,6132,4
8948_rep0,48,386759061,8.758338063461361e-09,7425,5
8949_rep0,1,2523986248,1.1781379593870183e-09,2670,2
894_rep0,67,4180297413,5.2115006767490865e-09,2783,10
8950_rep0,273,6088383437,3.782824230984466e-09,8214,8
8951_rep0,9,165998232,2.7523726494130518e-09,1909,1
8952_rep0,379,100599006,7.394895407219865e-09,3454,44
8954_rep0,68,2331585396,5.4666119678647055e-09,2343,4
8957_rep0,696,1609034609,2.5779065818216683e-09,1205,19
8958_rep0,2,4026323497,8.102397259671234e-09,5638,6
8959_rep0,124,260248683,1.1127807832882195e-09,4437,5
895_rep0,1,272716293,2.146908118873407e-09,7312,1
8960_rep0,336,261823311,8.062929870229376e-09,9854,23
8962_rep0,60,1621039590,3.4802087208508806e-09,5688,3
8964_rep0,14,486005625,5.439593388458865e-09,2924,4
8965_rep0,833,2356265198,2.3545568542547052e-09,7141,25
8966_rep0,2,8772381315,7.425363314192313e-09,1558,4
8967_rep0,148,101806370,1.740465264981934e-09,8556,1
8968_rep0,3,167051743,3.768370828375104e-09,6398,1
8969_rep0,100,6125355226,2.7389640248511173e-09,3725,3
896_rep0,413,266867856,8.734155648088678e-09,3305,42
8970_rep0,20,2542158776,8.804298348714198e-09,8080,9
8971_rep0,565,389656637,1.1829073697714463e-09,2013,4
8972_rep0,35,980307711,6.0021664874336805e-09,1025,3
8973_rep0,2,1126737488,1.385695565156524e-09,9109,2
8974_rep0,199,4351591901,4.43432437852139e-09,4869,12
8975_rep0,12,212784446,1.8925848669806932e-09,5215,1
8976_rep0,78,183767802,4.684285638914715e-09,1897,7
8977_rep0,4,5010344107,1.9252518327447795e-09,8197,3
8978_rep0,442,1298781999,6.098853539310775e-09,2682,36
8980_rep0,1,337939982,9.99392914858981e-09,6106,5
8982_rep0,10,7094396575,4.1150914031275634e-09,9688,1
8983_rep0,269,145044797,3.1125216608223117e-09,445,9
8984_rep0,6,117217496,6.5447658124764916e-09,4454,3
8985_rep0,385,7576489499,1.5912449924543171e-09,5650,10
8986_rep0,1,2037346985,4.978864451899378e-09,1188,1
8987_rep0,68,560197880,2.0729718689453302e-09,8887,2
8988_rep0,688,681842714,3.296550635964196e-09,7744,18
8989_rep0,16,1405981903,2.545876978180668e-09,2369,3
898_rep0,73,1590425299,3.729878317387422e-09,2511,4
8990_rep0,123,3518217003,7.93002805187661e-09,6638,14
8992_rep0,23,289038969,3.5496247362193276e-09,629,3
8993_rep0,635,3354149183,2.7295478231295077e-09,9485,13
8994_rep0,4,1442237462,8.539261443542503e-09,3854,4
8995_rep0,113,699280026,1.1244697820457194e-09,6212,4
8996_rep0,185,499234296,7.015979428662294e-09,7238,15
8998_rep0,33,8387608371,5.3370542592042744e-09,8304,3
8999_rep0,2,129793421,2.232553976779814e-09,1771,1
899_rep0,1,578289450,2.7664586346865567e-09,7574,2
8_rep0,3,170019273,6.666558282623602e-09,9585,1
9000_rep0,51,138312092,9.277612690121766e-09,3321,9
9002_rep0,290,3015676851,3.819805974217246e-09,2573,13
9003_rep0,7,346638348,2.902863067689559e-09,7561,1
9004_rep0,2,755242734,4.3677754172270415e-09,9012,3
9005_rep0,162,1157703712,1.7875182717023203e-09,1082,4
9006_rep0,15,5547633385,5.6872624966531594e-09,5466,3
9007_rep0,918,203402626,1.3605062558485267e-09,4657,10
9008_rep0,1,234259808,6.4629494430622444e-09,8759,3
9009_rep0,62,4789784139,1.4856658846289196e-09,1374,1
900_rep0,18,460945379,4.398891794090811e-09,9064,3
9010_rep0,6,1000671729,4.774996701701804e-09,7035,3
9011_rep0,352,870806029,2.029017562528929e-09,3050,6
9012_rep0,142,400915586,4.039687768010805e-09,4232,14
9013_rep0,3,2616156114,2.9496600194746427e-09,5891,1
9014_rep0,800,5873451251,9.437697135716604e-09,346,111
9015_rep0,19,160148538,1.2739701926895183e-09,9748,2
9016_rep0,471,112068059,5.049710015216289e-09,5090,26
9018_rep0,84,2092952395,6.892544129905818e-09,9292,8
9019_rep0,5,431542341,1.6232281203404947e-09,821,1
901_rep0,682,2234922043,1.9072806908279743e-09,1059,16
9021_rep0,237,1668028894,1.0292247571194014e-09,7955,4
9022_rep0,1,3883644600,3.2453409567569363e-09,3522,2
9023_rep0,42,251042090,2.405828839575124e-09,6581,2
9026_rep0,12,1722693710,7.196555310831116e-09,729,2
9027_rep0,211,631861447,1.6562058339734184e-09,9355,2
9028_rep0,94,445244638,8.468344660414151e-09,7902,14
9029_rep0,3,2177714972,1.1444145564517143e-09,2221,1
902_rep0,3,9249472643,5.940949736545895e-09,5492,7
9030_rep0,537,9367739699,3.62483036153992e-09,6499,25
9031_rep0,21,107644575,2.6496539708394352e-09,3595,2
9032_rep0,876,155045417,5.761999147712299e-09,1417,77
9033_rep0,13,5638503801,1.3554171976088636e-09,8647,1
9034_rep0,157,2700816405,4.221358128621441e-09,3141,13
9035_rep0,2,417859659,1.833525737503068e-09,6972,3
9037_rep0,318,1041649639,2.8787575444104756e-09,4131,8
9038_rep0,1,4643006025,9.006050288211405e-09,9830,4
9039_rep0,57,225176607,1.2315221705298963e-09,274,3
9040_rep0,17,195289968,9.508454884450431e-09,6855,6
9041_rep0,650,5371524145,1.2534723105802066e-09,3258,7
9042_rep0,3,1206442656,3.952438993842431e-09,7604,2
9043_rep0,117,779558590,3.042741527892867e-09,2461,4
9044_rep0,406,360878148,4.789010176399306e-09,1164,25
9045_rep0,6,3109668537,2.005604780590958e-09,8940,2
9046_rep0,72,6499452860,6.295632524776714e-09,4710,7
9047_rep0,1,134052626,1.5394256494388342e-09,5365,1
9048_rep0,44,124531981,3.193126563564847e-09,9393,3
9049_rep0,1,8124938626,2.4238671237166447e-09,691,1
904_rep0,4,176530510,3.5072564596440544e-09,564,6
9050_rep0,255,1890902902,7.755373442965183e-09,6168,33
9052_rep0,4,727510033,6.813006505179858e-09,2783,5
9053_rep0,82,1487850134,1.627991306649825e-09,7311,2
9054_rep0,26,3222269603,5.232438913322561e-09,1718,2
9055_rep0,468,280338018,2.138918086727809e-09,8405,14
9056_rep0,170,315651420,7.304143781448064e-09,5568,16
9057_rep0,2,3627409180,1.7530633731549875e-09,4527,2
9058_rep0,971,1351423262,5.60993168295873e-09,8834,87
9059_rep0,14,660940347,2.3031212732815536e-09,1290,1
905_rep0,79,6472455165,2.5707421863423093e-09,9501,5
9060_rep0,1,537786116,3.4389398525634204e-09,2277,2
9062_rep0,7,7896602670,8.351957616542576e-09,3384,3
9063_rep0,276,121006867,1.0794972099678062e-09,6749,2
9065_rep0,195,7319826058,1.8616890161541927e-09,1824,5
9066_rep0,1,2824992733,5.871046163969316e-09,7495,3
9068_rep0,600,813335397,8.827437334387002e-09,4071,98
906_rep0,25,2405615955,8.143724902829216e-09,3840,7
9070_rep0,107,5218476100,3.669678418708966e-09,488,5
9071_rep0,4,189792969,2.837148246488191e-09,9577,2
9072_rep0,224,219510903,4.167806384580011e-09,3779,4
9073_rep0,9,4527131907,3.0999207700759283e-09,6297,1
9074_rep0,40,1092815666,9.655788480298536e-09,2096,6
9075_rep0,1,941741924,1.3260651412638596e-09,8008,1
9076_rep0,28,377442802,6.205569827819951e-09,9152,3
9077_rep0,496,2439072384,1.4529289387783466e-09,913,6
9078_rep0,5,6326956472,4.546087542163032e-09,5307,1
9079_rep0,89,174012713,1.9655372938330424e-09,4806,1
907_rep0,447,368753962,1.0972257239132723e-09,6273,4
9080_rep0,3,104982782,7.897920810510789e-09,168,5
9081_rep0,134,9132858435,1.062294966629644e-09,9956,3
9082_rep0,20,2283749190,3.3803664437232804e-09,4334,3
9083_rep0,761,467089480,2.459739137610932e-09,5761,20
9084_rep0,65,570677302,4.936272101575227e-09,7097,5
9085_rep0,1,1556434426,2.10924581167755e-09,3035,2
9086_rep0,373,4182335831,6.68170857705761e-09,8464,30
9087_rep0,5,272851678,1.5442987046570034e-09,1621,2
9088_rep0,74,267037859,3.796546208960087e-09,8136,8
9089_rep0,1,4132234817,2.9206540938500374e-09,1988,2
908_rep0,44,963940912,7.482889742617748e-09,7262,10
9090_rep0,418,1589426822,9.220977059824008e-09,6420,61
9092_rep0,3,461234948,5.627204616123497e-09,4855,3
9093_rep0,119,2236345720,1.375023635165918e-09,5278,4
9094_rep0,18,9243584269,4.3217177666673535e-09,961,1
9095_rep0,669,107268356,1.806556378513433e-09,9124,12
9097_rep0,454,6475611131,1.117446055912676e-09,4361,4
9098_rep0,4,2404443488,3.5718889009664222e-09,9906,3
9099_rep0,80,368570993,2.712552023476176e-09,198,4
909_rep0,1,1108005033,1.7265882891845103e-09,2814,2
90_rep0,309,1857916269,4.299693307390091e-09,7968,11
9100_rep0,248,964410946,5.394667628481407e-09,1496,17
9101_rep0,10,1108555071,2.2087061079477568e-09,8569,1
9102_rep0,43,4423204344,7.0918258860074705e-09,2909,4
9104_rep0,549,186993141,6.974984717018408e-09,1242,65
9105_rep0,22,5098679024,1.604045982395837e-09,8862,2
9106_rep0,97,1276391254,5.1100301298107435e-09,4478,5
9107_rep0,3,832913269,2.1698567884708675e-09,5597,1
9108_rep0,12,320021716,3.2693276936329406e-09,6625,2
9109_rep0,216,2784882413,2.3881723059021243e-09,3488,9
910_rep0,250,4425399929,5.4941842666050315e-09,8358,14
9110_rep0,2,7491814800,7.573812920509361e-09,7679,8
9112_rep0,1,123641334,4.719314643028619e-09,2707,1
9113_rep0,55,7992342460,2.0529619257622603e-09,7388,2
9114_rep0,8,1931444862,6.387485800989406e-09,1949,3
9115_rep0,310,531045322,1.5032279084241851e-09,8174,3
9116_rep0,152,669329578,9.369586590094636e-09,9627,28
9118_rep0,855,3583958693,4.01059562094425e-09,6089,61
9119_rep0,13,308925896,2.97103680691212e-09,4043,3
9120_rep0,5,274306964,8.700502757092357e-09,2511,2
9121_rep0,91,3183447014,1.19702716972231e-09,7573,4
9122_rep0,29,1519708010,3.7238711087874133e-09,3305,4
9123_rep0,511,736796097,2.7717002865154517e-09,6828,16
9124_rep0,41,509177750,4.4016555711212915e-09,5491,3
9125_rep0,1,1851262625,1.9066189837056622e-09,4603,1
9126_rep0,231,8224028064,5.958064631576327e-09,9065,17
9127_rep0,9,127270073,1.395949455197641e-09,1058,1
9128_rep0,362,136069359,3.521316748015965e-09,3841,16
9129_rep0,5,6653565614,2.5611972025312853e-09,6273,1
912_rep0,96,186875740,5.017558131795652e-09,5074,5
9130_rep0,64,3065301298,8.15800764821202e-09,564,5
9132_rep0,19,798491618,7.479243092961462e-09,8358,4
9133_rep0,739,1223904083,1.7279157006690583e-09,1747,15
9134_rep0,3,5247109559,5.479172440766281e-09,7262,6
9135_rep0,131,192395608,2.33754351235443e-09,2813,9
9136_rep0,7,221839119,5.009433116711632e-09,9230,4
9137_rep0,283,4535461551,2.0603357460536923e-09,835,11
9138_rep0,1,1056726807,6.5848183684458885e-09,5074,3
9139_rep0,50,919643899,1.5815695944086582e-09,5039,2
913_rep0,4,5095433029,2.0564212803818846e-09,5039,2
9140_rep0,996,407951673,8.01455901765829e-09,3548,74
9141_rep0,15,2662283201,1.0377903179485722e-09,6527,1
9142_rep0,176,5772200447,3.331756351749854e-09,2171,4
9143_rep0,2,157377929,2.518969850141213e-09,7933,3
9144_rep0,104,110011272,6.060930673329135e-09,7021,7
9146_rep0,586,2132063815,4.655066681013643e-09,8695,31
9147_rep0,24,439633199,1.9373405555409773e-09,1389,1
9148_rep0,1,639926811,4.0710188066425696e-09,401,1
9149_rep0,34,1759580545,3.146196846403257e-09,9722,3
914_rep0,539,1277204311,6.610346127392862e-09,9230,29
9150_rep0,10,3681767135,9.887089814875116e-09,4255,13
9151_rep0,191,237978183,1.3071576541528784e-09,5840,3
9152_rep0,9,248034872,5.913776635730374e-09,3156,6
9153_rep0,262,3800894508,1.4187640567345383e-09,6910,9
9154_rep0,1,1689201925,4.498863100763942e-09,1481,5
9155_rep0,46,619538315,1.8482778176646263e-09,8632,3
9156_rep0,432,422584984,3.712943458570534e-09,9775,10
9158_rep0,76,9870312344,8.931648830900242e-09,5921,14
915_rep0,22,833436526,1.575019169765644e-09,834,1
9160_rep0,126,163911341,5.568723249990517e-09,792,13
9161_rep0,3,5961393781,2.32016937654211e-09,9341,3
9162_rep0,704,2554662594,7.250378983165945e-09,4947,52
9164_rep0,1,883348142,8.253314440592926e-09,6473,7
9166_rep0,6,4719122694,3.3983755689858277e-09,7850,4
9167_rep0,395,228881932,2.629241715178746e-09,2244,13
9168_rep0,2,198733299,3.344235808660683e-09,6181,2
9169_rep0,144,5465796245,2.486319302267305e-09,3904,4
916_rep0,2,319817995,7.99146638841488e-09,2172,2
9170_rep0,14,1185570600,7.813384608023269e-09,9458,4
9171_rep0,807,766119771,1.0737954256305498e-09,675,7
9172_rep0,58,341716733,6.640016771238851e-09,1664,3
9174_rep0,326,6863963304,4.9055466028116825e-09,2759,14
9175_rep0,7,141561871,2.122442885526741e-09,7363,1
9176_rep0,205,131367093,9.758928242876934e-09,7665,29
9179_rep0,2,488871481,3.067225806911212e-09,3194,2
917_rep0,39,2783134003,1.040496661285423e-09,7932,1
9180_rep0,21,714102555,4.573899241025612e-09,4685,3
9181_rep0,582,1460544022,1.953581475978404e-09,5418,19
9182_rep0,3,3282682125,6.243629857431037e-09,1111,3
9183_rep0,102,285576667,1.4440626604072555e-09,8963,1
9184_rep0,782,299586772,4.267020809012637e-09,7470,37
9186_rep0,138,1423927733,5.82421182667989e-09,8227,6
9187_rep0,3,696442140,1.3409419138208396e-09,1848,3
9188_rep0,6,548454214,9.062480185755671e-09,550,4
9189_rep0,344,2011669132,1.2238457349758523e-09,9564,8
918_rep0,12,7496521474,3.329635169563396e-09,3548,3
9190_rep0,1,7743072206,3.911995381276968e-09,4087,2
9191_rep0,60,118647013,2.860769388617642e-09,5978,3
9192_rep0,1,148484087,7.120714519939229e-09,8780,2
9193_rep0,43,7201129149,1.6738566294072371e-09,1314,5
9194_rep0,8,2871302042,5.260956366113181e-09,5544,2
9195_rep0,243,333118321,2.286033938635188e-09,4579,9
9196_rep0,86,859843211,3.602679202999689e-09,3397,4
9198_rep0,483,4936085364,8.41676151152136e-09,2342,51
919_rep0,219,153276835,2.5198662552439755e-09,6527,9
91_rep0,8,506285945,1.7996222673207064e-09,2126,2
9200_rep0,32,207855841,7.699572076737901e-09,4308,7
9202_rep0,180,1154103054,3.1700887129084733e-09,116,6
9203_rep0,11,994496706,2.441487309417927e-09,9978,1
9204_rep0,4,384097410,5.171309737491308e-09,8526,3
9205_rep0,110,2481881670,2.164187654825024e-09,1607,2
9206_rep0,23,6217503811,6.733544943363725e-09,7113,3
9207_rep0,617,171012718,1.6471993444135851e-09,2972,14
9208_rep0,16,103047913,3.981738769993805e-09,2041,1
9209_rep0,946,8965255387,3.02037124422001e-09,8034,22
920_rep0,8,123581077,6.0502663746843434e-09,8694,2
9210_rep0,2,2326568475,9.578752747834028e-09,3756,5
9211_rep0,166,475817413,1.244275909874475e-09,6348,2
9212_rep0,300,602000386,6.370794361906487e-09,5321,27
9214_rep0,52,3964687096,4.846280721261982e-09,9216,3
9216_rep0,675,259106054,3.9671391542263236e-09,4059,27
9217_rep0,18,3971351819,3.0044394142006635e-09,6035,4
9218_rep0,118,1646362167,9.612992548798977e-09,520,10
9219_rep0,3,603693667,1.2510933452767204e-09,9603,1
921_rep0,307,7988377062,1.4768291376279891e-09,1390,10
9220_rep0,6,474478356,6.346789004961643e-09,8272,4
9221_rep0,420,2320043873,1.513285532589721e-09,1812,8
9222_rep0,1,8950136652,4.863755221648227e-09,7521,2
9223_rep0,74,102874929,1.99254565542968e-09,2612,2
9224_rep0,1,171302836,7.653582498463665e-09,2284,4
9227_rep0,245,385176527,2.4491804115516804e-09,6717,4
9228_rep0,81,991701201,5.140606677440939e-09,5580,8
9229_rep0,4,1150872779,2.1575472671625954e-09,4534,1
922_rep0,1,1932403640,4.636438630571925e-09,7021,1
9230_rep0,452,4279851532,6.772574530098491e-09,8802,22
9231_rep0,25,207505771,1.652442834295992e-09,1263,1
9232_rep0,38,180218587,7.142379828350039e-09,7066,5
9233_rep0,2,4955581581,1.683794949224753e-09,3008,1
9234_rep0,215,1331066027,5.244078539915361e-09,8476,26
9236_rep0,3,332933575,3.6135223419759077e-09,141,4
9237_rep0,98,2869681217,2.682041151774629e-09,9925,6
9238_rep0,22,7172857948,8.39061790593252e-09,4341,11
9239_rep0,545,147900013,1.1447094396281284e-09,5773,18
923_rep0,54,531304278,1.9445776184125904e-09,3111,1
9240_rep0,13,119113812,4.2893381471741565e-09,9178,4
9241_rep0,859,7773629931,1.8207135056536443e-09,944,15
9242_rep0,2,2012799715,5.7928896341180914e-09,5300,9
9243_rep0,151,548765474,1.3360773257807776e-09,4794,4
9244_rep0,313,696053578,9.110855845959068e-09,3810,34
9246_rep0,54,3429024842,3.890814639319782e-09,2084,6
9247_rep0,1,298409952,2.850679787857897e-09,8001,2
9248_rep0,9,286056271,9.811709140100352e-09,5976,9
9249_rep0,232,3288234795,1.3168357887846531e-09,4158,3
924_rep0,869,668997478,4.082208502560687e-09,4255,39
9250_rep0,1,1464654614,4.190336619261115e-09,9818,1
9251_rep0,40,716116287,3.05576480718936e-09,267,1
9252_rep0,516,487501290,4.598791997518524e-09,1444,30
9253_rep0,29,1787456714,1.9604877440402603e-09,8679,1
9254_rep0,90,8555818112,6.210489628309436e-09,3134,12
9255_rep0,5,131145630,1.438722357198503e-09,6960,1
9256_rep0,131,141800387,3.355009380907433e-09,7875,5
9257_rep0,3,6875596136,2.500819240164441e-09,2190,1
9258_rep0,735,2953063254,7.789665334555177e-09,6507,82
925_rep0,13,1379396162,3.1366911188277836e-09,5839,4
9260_rep0,1,763975061,6.660685146582552e-09,4900,5
9261_rep0,64,1182239958,1.5631088599102299e-09,5174,4
9262_rep0,5,5456593870,4.890838302070729e-09,741,2
9263_rep0,359,198397184,2.109693173593183e-09,9362,5
9264_rep0,2,229786344,5.536047865787918e-09,2795,3
9265_rep0,177,4737712711,2.312888374451229e-09,7318,9
9266_rep0,15,1025336062,7.293939121615051e-09,1687,4
9267_rep0,987,883840242,1.7713235747958832e-09,8379,14
9268_rep0,50,394999686,8.205749967460333e-09,9400,9
9269_rep0,1,2553247053,1.0889273250380466e-09,703,1
926_rep0,154,3585706167,9.891997174687305e-09,401,13
9270_rep0,282,5937953646,3.41867587824573e-09,6142,7
9271_rep0,7,163267742,2.6373405107050316e-09,3933,2
9272_rep0,192,113874297,5.892736552842172e-09,1157,6
9274_rep0,33,2067893727,4.5154031885004935e-09,4737,7
9276_rep0,24,619185542,3.6995885527351132e-09,6843,1
9277_rep0,589,1688256727,2.789096256543448e-09,3251,26
9278_rep0,4,3785962033,8.965463622188134e-09,7635,3
9279_rep0,103,247062327,1.1613192543606816e-09,2488,1
927_rep0,2,309079243,1.3061419803155687e-09,9722,1
9280_rep0,4,237308345,6.097549341693646e-09,9020,5
9281_rep0,76,3671448328,1.4790806025661264e-09,1094,2
9282_rep0,26,1756614085,4.627922781917157e-09,5439,3
9283_rep0,429,638851483,1.931327816066206e-09,4625,13
9284_rep0,46,440376802,4.095199820621462e-09,3333,1
9285_rep0,1,2135644196,3.1557752334919852e-09,6771,2
9286_rep0,260,9508717027,9.829747367464195e-09,2541,42
9287_rep0,9,110320896,1.3029608156378506e-09,7534,1
9288_rep0,396,156935813,5.028035511647385e-09,7226,17
9289_rep0,6,5756041592,2.0713288754264635e-09,2858,1
928_rep0,29,274173280,3.790432017601324e-09,6421,2
9290_rep0,70,2657780202,6.561611140352285e-09,8335,9
9292_rep0,17,921202467,8.044605162241106e-09,622,8
9293_rep0,710,1058507219,1.0432206661694423e-09,9473,9
9294_rep0,3,4548236570,3.319661178675444e-09,3880,1
9295_rep0,125,222462267,2.5054180254398438e-09,6243,5
9296_rep0,7,192289025,3.502863681501636e-09,2146,1
9297_rep0,329,5244139334,2.551541451846627e-09,7986,5
9298_rep0,1,1219098356,8.201845635179189e-09,3515,3
929_rep0,520,3181867548,2.9261876009898567e-09,3674,24
92_rep0,2,740997976,3.811173999131869e-09,832,1
9300_rep0,811,353709036,7.439810531333666e-09,5121,62
9301_rep0,14,3077413275,1.7215834761813844e-09,5002,5
9302_rep0,144,6657272335,5.5091828291339284e-09,9280,6
9304_rep0,103,127198865,8.673789700257628e-09,4201,22
9305_rep0,3,8219345343,1.1899171680606496e-09,5864,1
9306_rep0,577,1844003600,3.735734190145756e-09,358,30
9307_rep0,21,507177313,2.7877710334520518e-09,9755,1
9308_rep0,2,739696080,4.388610093202376e-09,8732,3
9309_rep0,36,1525704535,1.8952355520826964e-09,1343,1
