param_set,Nb,N,u_per_site,Gs,n_shared_mutations
16259_rep0,10,581088185,2.980374419068418e-09,1779,2
1625_rep0,53,8335036764,1.2098092114409778e-09,6520,1
16260_rep0,4,458704890,4.739035385594652e-09,640,2
16261_rep0,105,2243628639,2.0444098722669716e-09,9493,1
16262_rep0,24,9299795070,6.3967357421649124e-09,3861,4
16263_rep0,593,106860068,1.501047587101012e-09,6223,13
16264_rep0,15,177137194,3.2720066630631364e-09,9001,3
16265_rep0,982,6442137234,2.3862274595150953e-09,1074,30
16266_rep0,2,2396050510,7.593213472869345e-09,5458,5
16267_rep0,173,370694451,1.0190451727970855e-09,4646,2
16268_rep0,287,958852278,6.949712317585372e-09,3313,19
16269_rep0,7,1112476645,1.609871972357672e-09,6752,2
16270_rep0,50,4446346390,5.09984012456314e-09,2561,6
16271_rep0,1,215631423,2.174182836904275e-09,7553,1
16272_rep0,728,186392600,5.381286272129297e-09,4220,85
16273_rep0,19,5126618641,2.214208103538281e-09,5884,2
16274_rep0,129,1281223736,7.085552872604413e-09,340,13
16275_rep0,3,827908429,1.696822174787021e-09,9735,1
16276_rep0,5,321967790,8.609480330791656e-09,8752,7
16277_rep0,366,2774282547,1.1152961427537387e-09,1361,4
16278_rep0,1,7450719263,3.5851140045707117e-09,7022,1
16279_rep0,64,153678099,2.702533838955174e-09,3043,2
1627_rep0,302,511502162,2.930102184521704e-09,7939,17
16280_rep0,1,123209749,5.644493789964933e-09,2127,1
16281_rep0,40,8038388903,1.3708179363918222e-09,7968,1
16282_rep0,9,1937121134,4.323056174927021e-09,3535,5
16283_rep0,227,528300224,1.8060050044632626e-09,6588,2
16284_rep0,92,672831480,3.791305871466014e-09,5102,5
16286_rep0,518,3563301455,9.181919555952162e-09,9299,64
16287_rep0,29,310018735,1.2185429981054776e-09,834,1
16288_rep0,2,275354420,4.083526713616154e-09,2937,3
16289_rep0,154,3164212209,3.136573770929078e-09,7148,15
1628_rep0,165,746741913,4.296899424961547e-09,9231,14
16290_rep0,13,1514778284,9.890151783144857e-09,1564,5
16291_rep0,867,740858377,1.3067587001990723e-09,8568,10
16292_rep0,54,506403888,6.052564826976083e-09,9861,6
16294_rep0,306,8273725470,4.635349108381393e-09,5701,19
16296_rep0,219,136473671,7.994679077390219e-09,1017,16
16297_rep0,12,6618950173,1.040375504693289e-09,9096,1
16298_rep0,38,3054502586,3.3288092754134927e-09,4856,3
16299_rep0,2,354362874,2.521211028522878e-09,5209,2
1629_rep0,2,1526444160,1.8012353747829723e-09,844,1
162_rep0,15,1492779654,6.71499286005397e-09,311,7
16300_rep0,22,793919348,5.0190675638728125e-09,6385,2
16301_rep0,542,1228188535,2.056371757896204e-09,3719,9
16302_rep0,4,5274362452,6.609198999409681e-09,8074,6
16303_rep0,96,191832260,1.5757284323249588e-09,2001,2
16304_rep0,10,221119505,7.485371773070855e-09,6097,3
16305_rep0,251,4560467581,1.7265085448289075e-09,3967,9
16306_rep0,1,1060761986,5.49320750777178e-09,9676,2
16307_rep0,44,914087297,2.3315813618396147e-09,437,3
16308_rep0,448,410416909,3.508557992692966e-09,1885,17
16309_rep0,26,2652247526,2.570499622384575e-09,8190,4
1630_rep0,927,3197978398,5.661323382432631e-09,5073,59
16310_rep0,79,5740755121,8.141739614827973e-09,2674,11
16312_rep0,121,109623714,4.400621522860361e-09,7755,3
16314_rep0,679,2138398942,5.939423901869953e-09,6645,68
16316_rep0,1,643250513,8.736859810615188e-09,4462,5
16317_rep0,73,1754428351,1.1920406961485356e-09,5661,2
16318_rep0,6,3660684811,3.729263776540368e-09,1200,1
16319_rep0,412,238811258,2.76768013946904e-09,8895,7
16320_rep0,7,246536077,4.5908546201550914e-09,2266,2
16321_rep0,304,3815414717,1.946374871961545e-09,7799,4
16322_rep0,1,1698516169,6.255665621758799e-09,3376,4
16323_rep0,53,617527600,1.441290645212048e-09,6738,4
16324_rep0,933,423945820,9.75025282734251e-09,5560,162
16325_rep0,16,2055457477,1.313214785840331e-09,4515,1
16326_rep0,164,9833099984,4.2017937056148794e-09,8822,8
16327_rep0,2,114112348,3.0748530449224942e-09,1281,2
16328_rep0,112,163058138,6.611920708546599e-09,4079,13
1632_rep0,4,307522008,4.627012223387833e-09,1497,2
16330_rep0,624,2569473942,4.898797163078922e-09,500,38
16331_rep0,23,393829603,2.1253764683213397e-09,9585,2
16332_rep0,2,886442862,3.345256661715906e-09,8291,3
16334_rep0,11,4705291847,7.837355903126358e-09,7502,2
16335_rep0,177,230071603,1.070506419154614e-09,2592,2
16336_rep0,5,199829114,8.26530300759334e-09,9159,10
16337_rep0,88,5448057019,1.0908171884426264e-09,926,4
16339_rep0,489,769046515,2.6183004313591558e-09,4813,15
1633_rep0,75,3535695135,1.9310832390199542e-09,8578,3
16340_rep0,43,340428419,5.551276112027772e-09,3791,6
16342_rep0,239,6886067148,7.2486436840336075e-09,2102,14
16343_rep0,9,140790450,1.766489819510614e-09,8021,1
16344_rep0,348,132128729,3.705555842670845e-09,7085,14
16345_rep0,5,8539994486,2.8096850173390813e-09,3029,1
16346_rep0,61,1783171818,8.899326333916634e-09,8457,14
16347_rep0,1,490325978,1.1594350260587756e-09,1608,2
16348_rep0,18,712009650,5.928898763252628e-09,161,4
16349_rep0,771,1468135551,1.4151391711771262e-09,9943,17
1634_rep0,27,1361688392,6.095937990857467e-09,2908,4
16350_rep0,3,3294182639,4.502529692199408e-09,4321,3
16351_rep0,136,283940323,1.8467645798308966e-09,5754,4
16352_rep0,574,297787419,6.358118439892907e-09,7895,40
16353_rep0,21,3455549106,1.5242932058267224e-09,2208,2
16354_rep0,101,1431726595,4.828742649965137e-09,6487,5
16355_rep0,3,694208129,1.9891064106361564e-09,3588,1
16356_rep0,13,550238808,3.991920480455501e-09,4919,2
16357_rep0,208,2000642011,3.01265431620141e-09,5194,7
16358_rep0,2,7713621502,9.586559469665969e-09,723,2
16359_rep0,36,119368054,1.243257185652161e-09,9343,2
1635_rep0,423,666376162,1.479001280806239e-09,7196,5
16360_rep0,1,147716620,5.178821458232599e-09,5956,5
16361_rep0,58,7222280522,2.161058058388328e-09,4137,3
16362_rep0,7,2887842971,6.7617125971374495e-09,9836,4
16363_rep0,322,331956081,1.6403447157841103e-09,286,4
16364_rep0,146,862884480,7.675448863885265e-09,1425,27
16366_rep0,818,4921453830,3.169329986750059e-09,3155,22
16367_rep0,14,180450242,2.442061067519915e-09,6979,1
16368_rep0,69,208994270,3.587435099824228e-09,1175,7
16369_rep0,1,4273343517,2.67726791936023e-09,8948,2
1636_rep0,47,523894307,9.827537546559097e-09,5710,7
16370_rep0,390,1147171386,8.405181064087743e-09,4718,42
16372_rep0,3,382636502,7.122888171436598e-09,6863,4
16373_rep0,128,2496964570,1.673338479008202e-09,3270,1
16374_rep0,17,6237734762,5.277096866536911e-09,7616,4
16375_rep0,714,170075300,2.2790318782343766e-09,2469,46
16376_rep0,27,103641548,9.096074670309384e-09,2775,8
16377_rep0,426,8933975801,1.2193310670707034e-09,7299,8
16378_rep0,4,2314543167,3.919536484054594e-09,1706,2
16379_rep0,75,477214995,2.8552778705328262e-09,8397,4
16380_rep0,266,600215933,4.263227546300695e-09,9382,18
16382_rep0,46,3978710174,5.809739230603566e-09,6161,6
16383_rep0,1,257178169,1.3442764199119692e-09,3953,1
16384_rep0,26,257151602,9.314321094624052e-09,6223,5
16385_rep0,427,3979662219,1.2792388353703423e-09,3861,10
16386_rep0,4,1650503508,4.020630141015219e-09,9493,2
16387_rep0,76,600067079,2.990293157797535e-09,640,1
16388_rep0,260,477329414,4.712749286892581e-09,1779,17
1638_rep0,264,7957073395,4.094555653848704e-09,9909,16
16390_rep0,46,8931755880,6.432726429212734e-09,2877,9
16391_rep0,1,103653117,1.50619498438963e-09,7246,1
16392_rep0,70,170082378,3.2610531751518743e-09,7553,3
16394_rep0,398,2496882571,7.618482743205338e-09,6752,52
16395_rep0,6,382701243,1.0248012557044352e-09,3313,1
16396_rep0,3,998080914,6.9261745949037325e-09,4645,5
16397_rep0,125,1147219678,1.6009421555491375e-09,5458,1
16398_rep0,17,4274064508,5.117329500622919e-09,1074,6
16399_rep0,711,208987307,2.1864153438900347e-09,9001,15
1639_rep0,9,121994579,3.155500955900146e-09,204,2
163_rep0,969,723580787,1.5504664236439935e-09,9783,21
16402_rep0,7,1322325607,7.0462189944237275e-09,1362,5
16403_rep0,329,862976942,1.6910678438446051e-09,8752,5
16404_rep0,143,331923222,8.658149058290816e-09,9735,14
16406_rep0,815,7223058889,3.564821210253603e-09,5884,32
16407_rep0,14,147679347,2.693498568246389e-09,4219,1
16408_rep0,576,119346353,5.663825031880678e-09,834,34
16409_rep0,21,7713912935,1.3785246721108039e-09,9299,1
1640_rep0,392,152501896,6.559862750672763e-09,4847,41
16410_rep0,103,2000988223,4.308394970946139e-09,4982,8
16411_rep0,3,550222858,1.7959797141171684e-09,5103,2
16413_rep0,203,1431465432,2.9412106356669e-09,3535,5
16414_rep0,2,3455451070,9.151223629517001e-09,7968,8
16416_rep0,340,283888704,4.097404059332921e-09,4422,20
16417_rep0,6,3294307099,3.1540691120841395e-09,5700,2
16418_rep0,61,1468389613,9.856350445200398e-09,233,11
16419_rep0,1,711989010,1.2994476762559052e-09,9861,1
1641_rep0,6,7391834895,1.5729218091655172e-09,5277,1
16420_rep0,18,490344201,6.072894668933146e-09,8569,3
16421_rep0,774,1782846547,1.4850893326604687e-09,1565,9
16422_rep0,3,8539752201,4.619974407975875e-09,7148,1
16423_rep0,139,132151675,1.934645100328993e-09,2937,4
16424_rep0,5,140824834,8.039270654519972e-09,2001,5
16425_rep0,86,6885389768,1.043911254067118e-09,8074,1
16426_rep0,31,2961842425,3.3101848034743126e-09,3719,1
16427_rep0,487,340464898,2.512594830124428e-09,6385,20
16428_rep0,43,768970389,5.047661558629227e-09,5209,10
1642_rep0,69,2747357621,5.027057268650378e-09,969,2
16430_rep0,245,5448644172,6.572077740187873e-09,9096,15
16431_rep0,8,199778691,1.5705017746684954e-09,1018,2
16432_rep0,109,230081177,7.460510188909793e-09,7430,10
16433_rep0,4,4704454490,1.716803888613203e-09,2674,1
16434_rep0,623,1018854285,5.51163335991769e-09,8189,34
16435_rep0,23,886592847,2.3448542530441404e-09,1885,1
16436_rep0,2,393759706,3.496582908196112e-09,437,1
16437_rep0,32,2569582108,2.55612906982484e-09,9677,3
16438_rep0,11,5980139037,8.169445455647391e-09,3968,8
16439_rep0,182,163052705,1.1039249767844627e-09,6098,2
1643_rep0,1,318559253,2.071071116997102e-09,9125,3
16441_rep0,297,9835452896,1.9007415651948164e-09,1199,3
16442_rep0,1,2055687905,5.973234155033867e-09,5661,2
16443_rep0,53,423840681,1.4050341499539427e-09,4462,1
16444_rep0,937,617675661,8.688017181700798e-09,3439,74
16445_rep0,16,1698341526,1.18797190420354e-09,6646,1
16446_rep0,168,3814466659,3.750081523931724e-09,2377,5
16447_rep0,2,246563597,2.7770979446287958e-09,7756,2
16448_rep0,119,238868337,4.6061323937721125e-09,1282,7
16449_rep0,3,3660305652,1.957368990755987e-09,8822,2
1644_rep0,17,821798381,3.319146291145252e-09,8142,1
16450_rep0,671,1753993733,6.2347239024059174e-09,4515,45
16451_rep0,18,643322802,1.433126230502e-09,5560,2
16452_rep0,1,437300897,9.783690356403408e-09,6737,6
16453_rep0,74,2138911068,1.3206032613882475e-09,3376,1
16454_rep0,6,9537993428,4.187562824439999e-09,7799,2
16455_rep0,419,109596504,3.057797095139785e-09,2266,12
16456_rep0,10,157856502,6.64926698545571e-09,2592,6
16457_rep0,247,5740992453,1.565795726028171e-09,7503,5
16458_rep0,1,2652697010,4.871046434504974e-09,1832,2
1645_rep0,719,1270747832,2.505205773498054e-09,1991,26
16460_rep0,452,914125526,3.364078476896761e-09,9585,26
16461_rep0,25,1060573430,2.4940730944083116e-09,500,3
16462_rep0,80,4560316878,7.793884323858041e-09,6054,8
16463_rep0,4,221156873,1.066880586821522e-09,4079,1
16464_rep0,215,191813337,8.237272040337014e-09,8021,19
16466_rep0,38,1228320479,3.424279014099472e-09,6303,3
16467_rep0,2,793718745,2.6330205224828603e-09,3791,1
16469_rep0,548,3054199391,2.314276836094466e-09,5320,9
1646_rep0,3,5075376814,8.042778997031067e-09,6414,2
16470_rep0,4,6617281821,7.272799270334196e-09,926,6
16471_rep0,97,136488417,1.7764753300514824e-09,9159,3
16472_rep0,2,126795073,3.684985253937435e-09,5754,1
16473_rep0,151,8272219084,2.800156713610019e-09,4321,4
16474_rep0,13,1857169835,8.949356870361691e-09,9943,6
16475_rep0,857,506491661,1.1634060844699566e-09,161,7
16476_rep0,55,740723033,5.895339486663827e-09,1608,11
16477_rep0,1,1514834164,1.410407988290245e-09,8457,1
16478_rep0,311,3164762601,4.527982164291063e-09,3029,24
16479_rep0,8,275346684,1.8529185124781986e-09,7085,1
1647_rep0,127,184473449,1.0432038721395926e-09,3670,2
16480_rep0,1,310030363,6.322545152588373e-09,9342,3
16481_rep0,41,3562652690,1.519083964670769e-09,723,3
16482_rep0,9,1375937740,4.855675699026655e-09,5194,2
16483_rep0,231,672948099,1.995866460848647e-09,4919,4
16484_rep0,91,528203711,3.9694994575084105e-09,3588,3
16485_rep0,5,1937192593,3.0026613931079155e-09,6487,1
16486_rep0,513,8039787124,9.641174840998954e-09,2209,74
16488_rep0,736,153662940,5.161121900427448e-09,6979,46
16489_rep0,19,7452536819,2.1489674289851828e-09,3154,1
1648_rep0,7,213360323,8.200525007694485e-09,9628,4
16490_rep0,131,2774580588,6.784691387556293e-09,8660,12
16491_rep0,3,321886437,1.6494943212772983e-09,1424,2
16492_rep0,5,828109881,7.649990678985931e-09,287,2
16493_rep0,360,1281096560,1.011768036329136e-09,9837,4
16494_rep0,1,5125326442,3.179975401071226e-09,4137,1
16495_rep0,64,186412739,2.4559733097761403e-09,5957,5
16496_rep0,15,215592990,3.6078566085484883e-09,2469,2
16497_rep0,992,4446530209,2.686248756301623e-09,7615,30
16498_rep0,2,1112665180,8.357934270991663e-09,3270,5
16499_rep0,176,958821053,1.149187788210309e-09,6863,3
1649_rep0,324,4403106453,1.0994658914013923e-09,466,6
164_rep0,49,518472943,7.866499558362765e-09,8646,6
16500_rep0,282,370709954,7.162650068180183e-09,5376,19
16501_rep0,7,2395624600,1.6790324736307252e-09,4718,1
16502_rep0,50,6441924351,5.247595753671501e-09,8948,4
16504_rep0,34,106885609,9.12658557158619e-09,3953,9
16505_rep0,1,9298831836,1.2262723049460058e-09,6160,1
16506_rep0,191,2243072833,3.90651829143307e-09,683,14
16507_rep0,10,458756439,2.8392284457020926e-09,9381,3
16508_rep0,4,581028277,4.277735066651052e-09,8397,4
16509_rep0,104,1584701683,1.8256569595807534e-09,1707,1
1650_rep0,1,1103663109,3.502059336880211e-09,6088,2
16510_rep0,24,4107864474,5.7899099927199804e-09,7300,1
16511_rep0,588,267982345,1.336761145637581e-09,2776,16
16513_rep0,95,4207337667,2.5308158831976863e-09,3298,3
16514_rep0,21,1561104311,7.981285356566436e-09,7566,4
16515_rep0,531,567610066,1.0515023791580292e-09,2498,2
16516_rep0,37,469601119,6.495313023302965e-09,1052,1
16518_rep0,209,9078986354,4.988779453140773e-09,4591,15
16519_rep0,12,105353286,2.0876174717165904e-09,5485,1
1651_rep0,57,951566088,2.5514930555460396e-09,4035,3
16520_rep0,321,173465315,9.929398973257241e-09,9508,50
16522_rep0,56,2448123619,4.127707695716059e-09,6285,4
16523_rep0,1,375257138,3.1309340319795446e-09,3847,2
16524_rep0,14,947202021,4.675139482136044e-09,2826,4
16525_rep0,885,1088803910,1.911812773163907e-09,7269,14
16526_rep0,2,4503606036,6.145502781211857e-09,1753,3
16527_rep0,155,220193949,1.4675335516435416e-09,8370,3
16528_rep0,6,190390807,6.037832739324981e-09,5047,3
16529_rep0,410,5191111048,1.3900047618600375e-09,5086,5
1652_rep0,825,366896031,5.507747347129978e-09,2703,44
16530_rep0,1,1253624286,4.4231408409960674e-09,847,2
16531_rep0,72,818075486,1.880446883016605e-09,9238,1
16532_rep0,656,325834834,3.7735874035918775e-09,7944,22
16533_rep0,17,2835385032,2.759793143978302e-09,2179,1
16534_rep0,115,7358090020,8.742609062720749e-09,6535,8
16536_rep0,83,121439889,5.4535394105589704e-09,1378,7
16537_rep0,4,7849701851,2.369838109525939e-09,8687,2
16538_rep0,463,1966475354,7.381761010554093e-09,3104,53
16539_rep0,26,540690520,1.7351302816510182e-09,7009,3
1653_rep0,14,2372063788,2.34577709965217e-09,7382,1
16540_rep0,1,657407280,8.119536936055513e-09,5832,3
16541_rep0,45,1355449388,1.110708074482295e-09,4243,1
16542_rep0,10,3648922411,3.47527505357499e-09,9711,3
16543_rep0,253,314539727,2.5717844044965403e-09,394,13
16544_rep0,49,279292655,7.537072978279225e-09,3666,8
16546_rep0,273,1492592812,3.226142430886059e-09,1976,5
16547_rep0,7,723668192,2.398391182388705e-09,8128,1
16548_rep0,2,518428549,5.085385547152111e-09,9112,1
16549_rep0,172,1884844806,2.2001348249256144e-09,953,5
1654_rep0,145,6389366311,7.438382423723624e-09,1953,22
16550_rep0,14,8077207075,6.8830754195526765e-09,5270,2
16551_rep0,962,125003589,1.610963130699119e-09,4844,19
16553_rep0,606,6534796844,2.958702895039814e-09,9914,27
16554_rep0,4,3120913605,9.413646674926621e-09,4369,2
16555_rep0,106,358721443,1.2657440459897526e-09,5725,3
16556_rep0,197,784266065,6.4720667915668785e-09,7212,20
16558_rep0,34,5342237556,4.741664483682625e-09,8581,4
16559_rep0,1,195892915,2.0250561190301776e-09,1503,2
16560_rep0,500,225860605,4.3397634810994485e-09,5610,19
16561_rep0,28,4617877785,1.7830097985663795e-09,4485,2
16562_rep0,88,1037902348,5.7049494893149475e-09,8869,11
16563_rep0,5,903238631,1.3685905262894814e-09,1255,1
16564_rep0,9,415349990,9.259091163376944e-09,2392,6
16565_rep0,226,2710638800,1.197522051792242e-09,7692,4
16566_rep0,1,5669435165,3.848854140523894e-09,3501,6
16567_rep0,39,154569098,2.9068819773302435e-09,6631,2
16568_rep0,1,108048048,6.994474718267217e-09,8167,4
16569_rep0,66,9313144195,1.7035894107848875e-09,1937,1
1656_rep0,101,105836909,3.734868171197028e-09,6617,5
16570_rep0,5,2170783865,5.371692820389248e-09,7375,2
16571_rep0,369,447606990,2.2382774404257077e-09,2700,6
16572_rep0,135,628510044,3.5227107118254464e-09,4031,5
16574_rep0,753,3748679189,8.556041074165726e-09,451,85
16575_rep0,20,242291739,1.1323644396441032e-09,9614,1
16576_rep0,835,252534283,6.826335024894053e-09,1854,51
16577_rep0,14,3869949794,1.639435254465734e-09,8239,1
16578_rep0,147,1659119706,5.192720528325117e-09,2647,22
16579_rep0,2,608477860,2.1359046874032096e-09,7476,2
1657_rep0,3,9202715345,2.787712034883686e-09,3487,1
16580_rep0,8,430247262,3.213878388970163e-09,5991,3
16581_rep0,338,2104283461,2.4300600338989676e-09,4094,6
16582_rep0,1,9694448016,7.731669263593463e-09,9571,8
16585_rep0,35,5855188679,2.008363551854374e-09,5537,1
16586_rep0,12,2601100227,6.283120177955047e-09,1307,4
16587_rep0,198,402388666,1.5286258725753283e-09,8767,3
16588_rep0,100,867579984,9.537940433428795e-09,7784,11
1658_rep0,570,2226124902,8.672412126148606e-09,7688,89
16590_rep0,563,4804850612,3.9270557095344855e-09,6675,20
16591_rep0,20,233034448,3.035094210167486e-09,3390,1
16592_rep0,47,202342950,3.8604565977302465e-09,9967,1
16593_rep0,1,5564920259,2.8731114420400884e-09,108,3
16594_rep0,268,1164410813,9.018835670801362e-09,5807,27
16596_rep0,4,347926227,5.747264343949348e-09,2964,4
16597_rep0,78,2998174421,1.346677153383882e-09,7101,2
16598_rep0,27,6741519347,4.246292703591114e-09,1595,6
16599_rep0,441,139040110,1.839163248220934e-09,8518,7
1659_rep0,21,455019872,1.1898116413699347e-09,2387,1
165_rep0,1,1884675125,1.0570299483303715e-09,1487,2
16600_rep0,16,129027241,8.456638056319776e-09,6355,6
16601_rep0,690,8417320679,1.1357772664665462e-09,3767,18
16602_rep0,2,1824992754,3.650407744489362e-09,8045,1
16603_rep0,122,497756155,2.654953825920091e-09,2048,5
16604_rep0,387,701387368,5.285685634945601e-09,910,32
16605_rep0,6,1434479527,2.254880760389037e-09,9223,2
16606_rep0,68,3342221526,7.214751223222721e-09,4752,6
16608_rep0,11,305029929,4.929318241032467e-09,8644,3
16609_rep0,186,3504971764,2.0932346393123166e-09,1489,4
1660_rep0,2,575365706,5.97568992049979e-09,1248,8
16610_rep0,2,1398506127,6.728678587474758e-09,6918,3
16612_rep0,637,558422272,7.851473570362313e-09,4190,79
16614_rep0,112,7604921069,3.389002789471765e-09,311,4
16616_rep0,162,145838554,6.162035834788749e-09,5130,10
16618_rep0,914,2923362615,4.552341353019973e-09,9330,85
16619_rep0,15,339173479,1.980501825157813e-09,784,4
1661_rep0,37,1568215453,1.4040188684930552e-09,8865,1
16620_rep0,1,844530210,4.157330961615081e-09,2232,4
16622_rep0,7,5025629797,9.713249377736392e-09,3642,5
16623_rep0,290,182772437,1.3301773996465582e-09,6462,9
16624_rep0,3,211625233,8.894880206879161e-09,669,3
16625_rep0,142,4364969692,1.1705390521760494e-09,9445,6
16626_rep0,18,1133556387,3.662481634327427e-09,3891,1
16627_rep0,798,976745436,2.8173681302156434e-09,6175,29
16628_rep0,62,391060546,4.480157101664281e-09,7351,6
16629_rep0,1,2526977246,1.8726857945279554e-09,2753,2
16630_rep0,351,6106743528,5.833187622131295e-09,8423,24
16631_rep0,6,167962382,1.4254325984841563e-09,1651,2
16632_rep0,238,101209622,3.445818959647607e-09,3206,11
16633_rep0,8,8805564047,2.61657869311527e-09,6878,1
